"Idade","Sexo","CodTempo","Tempo","CodEspazo","Espazo","DatoN","DatoT"
"2","Homes",2008,"2008","32","32 Ourense",1048,"1.048"
"2","Homes",2008,"2008","36","36 Pontevedra",4336,"4.336"
"2","Homes",2009,"2009","15","15 A Coruña",4762,"4.762"
"2","Homes",2009,"2009","27","27 Lugo",1128,"1.128"
"2","Homes",2009,"2009","32","32 Ourense",1118,"1.118"
"2","Homes",2009,"2009","36","36 Pontevedra",4389,"4.389"
"2","Homes",2010,"2010","15","15 A Coruña",4742,"4.742"
"2","Homes",2010,"2010","27","27 Lugo",1130,"1.130"
"2","Homes",2010,"2010","32","32 Ourense",1096,"1.096"
"2","Homes",2010,"2010","36","36 Pontevedra",4511,"4.511"
"2","Homes",2011,"2011","15","15 A Coruña",5200,"5.200"
"2","Homes",2011,"2011","27","27 Lugo",1156,"1.156"
"2","Homes",2011,"2011","32","32 Ourense",1125,"1.125"
"2","Homes",2011,"2011","36","36 Pontevedra",4686,"4.686"
"2","Homes",2012,"2012","15","15 A Coruña",4972,"4.972"
"2","Homes",2012,"2012","27","27 Lugo",1155,"1.155"
"2","Homes",2012,"2012","32","32 Ourense",1143,"1.143"
"2","Homes",2012,"2012","36","36 Pontevedra",4512,"4.512"
"2","Homes",2013,"2013","15","15 A Coruña",4857,"4.857"
"2","Homes",2013,"2013","27","27 Lugo",1137,"1.137"
"2","Homes",2013,"2013","32","32 Ourense",1121,"1.121"
"2","Homes",2013,"2013","36","36 Pontevedra",4387,"4.387"
"2","Homes",2014,"2014","15","15 A Coruña",4851,"4.851"
"2","Homes",2014,"2014","27","27 Lugo",1146,"1.146"
"2","Homes",2014,"2014","32","32 Ourense",1056,"1.056"
"2","Homes",2014,"2014","36","36 Pontevedra",4195,"4.195"
"2","Homes",2015,"2015","15","15 A Coruña",4716,"4.716"
"2","Homes",2015,"2015","27","27 Lugo",1149,"1.149"
"2","Homes",2015,"2015","32","32 Ourense",1025,"1.025"
"2","Homes",2015,"2015","36","36 Pontevedra",4062,"4.062"
"2","Homes",2016,"2016","15","15 A Coruña",4300,"4.300"
"2","Homes",2016,"2016","27","27 Lugo",1040,"1.040"
"2","Homes",2016,"2016","32","32 Ourense",963,"963"
"2","Homes",2016,"2016","36","36 Pontevedra",3768,"3.768"
"2","Homes",2017,"2017","15","15 A Coruña",4336,"4.336"
"2","Homes",2017,"2017","27","27 Lugo",1116,"1.116"
"2","Homes",2017,"2017","32","32 Ourense",996,"996"
"2","Homes",2017,"2017","36","36 Pontevedra",3863,"3.863"
"2","Homes",2018,"2018","15","15 A Coruña",4345,"4.345"
"2","Homes",2018,"2018","27","27 Lugo",1126,"1.126"
"2","Homes",2018,"2018","32","32 Ourense",957,"957"
"2","Homes",2018,"2018","36","36 Pontevedra",3695,"3.695"
"2","Homes",2019,"2019","15","15 A Coruña",4346,"4.346"
"2","Homes",2019,"2019","27","27 Lugo",1071,"1.071"
"2","Homes",2019,"2019","32","32 Ourense",980,"980"
"2","Homes",2019,"2019","36","36 Pontevedra",3614,"3.614"
"2","Homes",2020,"2020","15","15 A Coruña",4106,"4.106"
"2","Homes",2020,"2020","27","27 Lugo",1067,"1.067"
"2","Homes",2020,"2020","32","32 Ourense",906,"906"
"2","Homes",2020,"2020","36","36 Pontevedra",3703,"3.703"
"2","Homes",2021,"2021","15","15 A Coruña",3837,"3.837"
"2","Homes",2021,"2021","27","27 Lugo",1001,"1.001"
"2","Homes",2021,"2021","32","32 Ourense",780,"780"
"2","Homes",2021,"2021","36","36 Pontevedra",3218,"3.218"
"2","Mulleres",1998,"1998","15","15 A Coruña",3657,"3.657"
"2","Mulleres",1998,"1998","27","27 Lugo",1044,"1.044"
"2","Mulleres",1998,"1998","32","32 Ourense",970,"970"
"2","Mulleres",1998,"1998","36","36 Pontevedra",3331,"3.331"
"2","Mulleres",1999,"1999","15","15 A Coruña",3339,"3.339"
"2","Mulleres",1999,"1999","27","27 Lugo",888,"888"
"2","Mulleres",1999,"1999","32","32 Ourense",857,"857"
"2","Mulleres",1999,"1999","36","36 Pontevedra",3350,"3.350"
"2","Mulleres",2000,"2000","15","15 A Coruña",3457,"3.457"
"2","Mulleres",2000,"2000","27","27 Lugo",899,"899"
"2","Mulleres",2000,"2000","32","32 Ourense",892,"892"
"2","Mulleres",2000,"2000","36","36 Pontevedra",3268,"3.268"
"2","Mulleres",2001,"2001","15","15 A Coruña",3423,"3.423"
"2","Mulleres",2001,"2001","27","27 Lugo",964,"964"
"2","Mulleres",2001,"2001","32","32 Ourense",901,"901"
"2","Mulleres",2001,"2001","36","36 Pontevedra",2828,"2.828"
"2","Mulleres",2002,"2002","15","15 A Coruña",3395,"3.395"
"2","Mulleres",2002,"2002","27","27 Lugo",845,"845"
"2","Mulleres",2002,"2002","32","32 Ourense",889,"889"
"2","Mulleres",2002,"2002","36","36 Pontevedra",3187,"3.187"
"2","Mulleres",2003,"2003","15","15 A Coruña",3831,"3.831"
"2","Mulleres",2003,"2003","27","27 Lugo",1010,"1010"
"2","Mulleres",2003,"2003","32","32 Ourense",879,"879"
"2","Mulleres",2003,"2003","36","36 Pontevedra",3456,"3.456"
"2","Mulleres",2004,"2004","15","15 A Coruña",3982,"3.982"
"2","Mulleres",2004,"2004","27","27 Lugo",937,"937"
"2","Mulleres",2004,"2004","32","32 Ourense",902,"902"
"2","Mulleres",2004,"2004","36","36 Pontevedra",3574,"3.574"
"2","Mulleres",2005,"2005","15","15 A Coruña",3925,"3.925"
"2","Mulleres",2005,"2005","27","27 Lugo",901,"901"
"2","Mulleres",2005,"2005","32","32 Ourense",896,"896"
"2","Mulleres",2005,"2005","36","36 Pontevedra",3630,"3.630"
"2","Mulleres",2006,"2006","15","15 A Coruña",4161,"4.161"
"2","Mulleres",2006,"2006","27","27 Lugo",1030,"1.030"
"2","Mulleres",2006,"2006","32","32 Ourense",989,"989"
"2","Mulleres",2006,"2006","36","36 Pontevedra",3890,"3.890"
"2","Mulleres",2007,"2007","15","15 A Coruña",4158,"4.158"
"2","Mulleres",2007,"2007","27","27 Lugo",992,"992"
"2","Mulleres",2007,"2007","32","32 Ourense",958,"958"
"2","Mulleres",2007,"2007","36","36 Pontevedra",4039,"4.039"
"2","Mulleres",2008,"2008","15","15 A Coruña",4435,"4.435"
"2","Mulleres",2008,"2008","27","27 Lugo",1029,"1.029"
"2","Mulleres",2008,"2008","32","32 Ourense",962,"962"
"2","Mulleres",2008,"2008","36","36 Pontevedra",4056,"4.056"
"2","Mulleres",2009,"2009","15","15 A Coruña",4454,"4.454"
"2","Mulleres",2009,"2009","27","27 Lugo",1000,"1.000"
"2","Mulleres",2009,"2009","32","32 Ourense",1024,"1.024"
"2","Mulleres",2009,"2009","36","36 Pontevedra",4139,"4.139"
"2","Mulleres",2010,"2010","15","15 A Coruña",4459,"4.459"
"2","Mulleres",2010,"2010","27","27 Lugo",1128,"1.128"
"2","Mulleres",2010,"2010","32","32 Ourense",1072,"1.072"
"2","Mulleres",2010,"2010","36","36 Pontevedra",4151,"4.151"
"2","Mulleres",2011,"2011","15","15 A Coruña",4798,"4.798"
"2","Mulleres",2011,"2011","27","27 Lugo",1119,"1.119"
"2","Mulleres",2011,"2011","32","32 Ourense",1104,"1.104"
"2","Mulleres",2011,"2011","36","36 Pontevedra",4386,"4.386"
"2","Mulleres",2012,"2012","15","15 A Coruña",4702,"4.702"
"2","Mulleres",2012,"2012","27","27 Lugo",1182,"1.182"
"2","Mulleres",2012,"2012","32","32 Ourense",1015,"1.015"
"2","Mulleres",2012,"2012","36","36 Pontevedra",4190,"4.190"
"2","Mulleres",2013,"2013","15","15 A Coruña",4567,"4.567"
"2","Mulleres",2013,"2013","27","27 Lugo",1089,"1.089"
"2","Mulleres",2013,"2013","32","32 Ourense",1009,"1.009"
"2","Mulleres",2013,"2013","36","36 Pontevedra",4004,"4.004"
"2","Mulleres",2014,"2014","15","15 A Coruña",4422,"4.422"
"2","Mulleres",2014,"2014","27","27 Lugo",1076,"1.076"
"2","Mulleres",2014,"2014","32","32 Ourense",978,"978"
"2","Mulleres",2014,"2014","36","36 Pontevedra",3951,"3.951"
"2","Mulleres",2015,"2015","15","15 A Coruña",4280,"4.280"
"2","Mulleres",2015,"2015","27","27 Lugo",1102,"1.102"
"2","Mulleres",2015,"2015","32","32 Ourense",950,"950"
"2","Mulleres",2015,"2015","36","36 Pontevedra",3764,"3.764"
"2","Mulleres",2016,"2016","15","15 A Coruña",4172,"4.172"
"2","Mulleres",2016,"2016","27","27 Lugo",1065,"1.065"
"2","Mulleres",2016,"2016","32","32 Ourense",922,"922"
"2","Mulleres",2016,"2016","36","36 Pontevedra",3554,"3.554"
"2","Mulleres",2017,"2017","15","15 A Coruña",3946,"3.946"
"2","Mulleres",2017,"2017","27","27 Lugo",1053,"1.053"
"2","Mulleres",2017,"2017","32","32 Ourense",891,"891"
"2","Mulleres",2017,"2017","36","36 Pontevedra",3554,"3.554"
"2","Mulleres",2018,"2018","15","15 A Coruña",4181,"4.181"
"2","Mulleres",2018,"2018","27","27 Lugo",1032,"1.032"
"2","Mulleres",2018,"2018","32","32 Ourense",923,"923"
"2","Mulleres",2018,"2018","36","36 Pontevedra",3432,"3.432"
"2","Mulleres",2019,"2019","15","15 A Coruña",4233,"4.233"
"2","Mulleres",2019,"2019","27","27 Lugo",1072,"1.072"
"2","Mulleres",2019,"2019","32","32 Ourense",868,"868"
"2","Mulleres",2019,"2019","36","36 Pontevedra",3399,"3.399"
"2","Mulleres",2020,"2020","15","15 A Coruña",3940,"3.940"
"2","Mulleres",2020,"2020","27","27 Lugo",1052,"1.052"
"2","Mulleres",2020,"2020","32","32 Ourense",866,"866"
"2","Mulleres",2020,"2020","36","36 Pontevedra",3405,"3.405"
"2","Mulleres",2021,"2021","15","15 A Coruña",3554,"3.554"
"2","Mulleres",2021,"2021","27","27 Lugo",1025,"1.025"
"2","Mulleres",2021,"2021","32","32 Ourense",760,"760"
"2","Mulleres",2021,"2021","36","36 Pontevedra",2975,"2.975"
"3","Homes",1998,"1998","15","15 A Coruña",3935,"3.935"
"3","Homes",1998,"1998","27","27 Lugo",1121,"1.121"
"3","Homes",1998,"1998","32","32 Ourense",1089,"1.089"
"3","Homes",1998,"1998","36","36 Pontevedra",3826,"3.826"
"3","Homes",1999,"1999","15","15 A Coruña",3804,"3.804"
"3","Homes",1999,"1999","27","27 Lugo",1080,"1.080"
"3","Homes",1999,"1999","32","32 Ourense",1093,"1.093"
"3","Homes",1999,"1999","36","36 Pontevedra",3555,"3.555"
"3","Homes",2000,"2000","15","15 A Coruña",3721,"3.721"
"3","Homes",2000,"2000","27","27 Lugo",942,"942"
"3","Homes",2000,"2000","32","32 Ourense",1031,"1.031"
"3","Homes",2000,"2000","36","36 Pontevedra",3609,"3.609"
"3","Homes",2001,"2001","15","15 A Coruña",3927,"3.927"
"3","Homes",2001,"2001","27","27 Lugo",1042,"1.042"
"3","Homes",2001,"2001","32","32 Ourense",1014,"1.014"
"3","Homes",2001,"2001","36","36 Pontevedra",3596,"3.596"
"3","Homes",2002,"2002","15","15 A Coruña",3905,"3.905"
"3","Homes",2002,"2002","27","27 Lugo",1025,"1.025"
"3","Homes",2002,"2002","32","32 Ourense",946,"946"
"3","Homes",2002,"2002","36","36 Pontevedra",3310,"3.310"
"3","Homes",2003,"2003","15","15 A Coruña",3855,"3.855"
"3","Homes",2003,"2003","27","27 Lugo",979,"979"
"3","Homes",2003,"2003","32","32 Ourense",988,"988"
"3","Homes",2003,"2003","36","36 Pontevedra",3618,"3.618"
"3","Homes",2004,"2004","15","15 A Coruña",4262,"4.262"
"3","Homes",2004,"2004","27","27 Lugo",1062,"1.062"
"3","Homes",2004,"2004","32","32 Ourense",994,"994"
"3","Homes",2004,"2004","36","36 Pontevedra",3893,"3.893"
"3","Homes",2005,"2005","15","15 A Coruña",4224,"4.224"
"3","Homes",2005,"2005","27","27 Lugo",1001,"1.001"
"3","Homes",2005,"2005","32","32 Ourense",945,"945"
"3","Homes",2005,"2005","36","36 Pontevedra",4105,"4.105"
"3","Homes",2006,"2006","15","15 A Coruña",4106,"4.106"
"3","Homes",2006,"2006","27","27 Lugo",1047,"1.047"
"3","Homes",2006,"2006","32","32 Ourense",961,"961"
"3","Homes",2006,"2006","36","36 Pontevedra",4096,"4.096"
"3","Homes",2007,"2007","15","15 A Coruña",4469,"4.469"
"3","Homes",2007,"2007","27","27 Lugo",1056,"1.056"
"3","Homes",2007,"2007","32","32 Ourense",1097,"1.097"
"3","Homes",2007,"2007","36","36 Pontevedra",4310,"4.310"
"3","Homes",2008,"2008","15","15 A Coruña",4643,"4.643"
"3","Homes",2008,"2008","27","27 Lugo",1086,"1.086"
"3","Homes",2008,"2008","32","32 Ourense",1025,"1.025"
"3","Homes",2008,"2008","36","36 Pontevedra",4386,"4.386"
"3","Homes",2009,"2009","15","15 A Coruña",4721,"4.721"
"3","Homes",2009,"2009","27","27 Lugo",1127,"1.127"
"3","Homes",2009,"2009","32","32 Ourense",1058,"1.058"
"3","Homes",2009,"2009","36","36 Pontevedra",4425,"4.425"
"3","Homes",2010,"2010","15","15 A Coruña",4807,"4.807"
"3","Homes",2010,"2010","27","27 Lugo",1133,"1.133"
"3","Homes",2010,"2010","32","32 Ourense",1119,"1.119"
"3","Homes",2010,"2010","36","36 Pontevedra",4453,"4.453"
"3","Homes",2011,"2011","15","15 A Coruña",4781,"4.781"
"3","Homes",2011,"2011","27","27 Lugo",1136,"1.136"
"3","Homes",2011,"2011","32","32 Ourense",1093,"1.093"
"3","Homes",2011,"2011","36","36 Pontevedra",4550,"4.550"
"3","Homes",2012,"2012","15","15 A Coruña",5247,"5.247"
"3","Homes",2012,"2012","27","27 Lugo",1153,"1.153"
"3","Homes",2012,"2012","32","32 Ourense",1126,"1.126"
"3","Homes",2012,"2012","36","36 Pontevedra",4733,"4.733"
"3","Homes",2013,"2013","15","15 A Coruña",5005,"5.005"
"3","Homes",2013,"2013","27","27 Lugo",1150,"1.150"
"3","Homes",2013,"2013","32","32 Ourense",1142,"1.142"
"3","Homes",2013,"2013","36","36 Pontevedra",4509,"4.509"
"3","Homes",2014,"2014","15","15 A Coruña",4876,"4.876"
"3","Homes",2014,"2014","27","27 Lugo",1139,"1.139"
"3","Homes",2014,"2014","32","32 Ourense",1115,"1.115"
"3","Homes",2014,"2014","36","36 Pontevedra",4414,"4.414"
"3","Homes",2015,"2015","15","15 A Coruña",4856,"4.856"
"3","Homes",2015,"2015","27","27 Lugo",1142,"1.142"
"3","Homes",2015,"2015","32","32 Ourense",1056,"1.056"
"3","Homes",2015,"2015","36","36 Pontevedra",4248,"4.248"
"3","Homes",2016,"2016","15","15 A Coruña",4725,"4.725"
"3","Homes",2016,"2016","27","27 Lugo",1163,"1.163"
"3","Homes",2016,"2016","32","32 Ourense",1022,"1.022"
"3","Homes",2016,"2016","36","36 Pontevedra",4095,"4.095"
"3","Homes",2017,"2017","15","15 A Coruña",4329,"4.329"
"3","Homes",2017,"2017","27","27 Lugo",1039,"1.039"
"3","Homes",2017,"2017","32","32 Ourense",967,"967"
"3","Homes",2017,"2017","36","36 Pontevedra",3826,"3.826"
"3","Homes",2018,"2018","15","15 A Coruña",4397,"4.397"
"3","Homes",2018,"2018","27","27 Lugo",1117,"1.117"
"3","Homes",2018,"2018","32","32 Ourense",999,"999"
"3","Homes",2018,"2018","36","36 Pontevedra",3925,"3.925"
"3","Homes",2019,"2019","15","15 A Coruña",4413,"4.413"
"3","Homes",2019,"2019","27","27 Lugo",1138,"1.138"
"3","Homes",2019,"2019","32","32 Ourense",979,"979"
"3","Homes",2019,"2019","36","36 Pontevedra",3754,"3.754"
"3","Homes",2020,"2020","15","15 A Coruña",4395,"4.395"
"3","Homes",2020,"2020","27","27 Lugo",1100,"1.100"
"3","Homes",2020,"2020","32","32 Ourense",992,"992"
"3","Homes",2020,"2020","36","36 Pontevedra",3665,"3.665"
"3","Homes",2021,"2021","15","15 A Coruña",4151,"4.151"
"3","Homes",2021,"2021","27","27 Lugo",1074,"1.074"
"3","Homes",2021,"2021","32","32 Ourense",929,"929"
"3","Homes",2021,"2021","36","36 Pontevedra",3753,"3.753"
"3","Mulleres",1998,"1998","15","15 A Coruña",3848,"3.848"
"3","Mulleres",1998,"1998","27","27 Lugo",1112,"1.112"
"3","Mulleres",1998,"1998","32","32 Ourense",1015,"1.015"
"3","Mulleres",1998,"1998","36","36 Pontevedra",3570,"3.570"
"3","Mulleres",1999,"1999","15","15 A Coruña",3672,"3.672"
"3","Mulleres",1999,"1999","27","27 Lugo",1037,"1.037"
"3","Mulleres",1999,"1999","32","32 Ourense",973,"973"
"3","Mulleres",1999,"1999","36","36 Pontevedra",3330,"3.330"
"3","Mulleres",2000,"2000","15","15 A Coruña",3583,"3.583"
"3","Mulleres",2000,"2000","27","27 Lugo",947,"947"
"3","Mulleres",2000,"2000","32","32 Ourense",924,"924"
"3","Mulleres",2000,"2000","36","36 Pontevedra",3480,"3.480"
"3","Mulleres",2001,"2001","15","15 A Coruña",3590,"3.590"
"3","Mulleres",2001,"2001","27","27 Lugo",951,"951"
"3","Mulleres",2001,"2001","32","32 Ourense",920,"920"
"3","Mulleres",2001,"2001","36","36 Pontevedra",3356,"3.356"
"3","Mulleres",2002,"2002","15","15 A Coruña",3562,"3.562"
"3","Mulleres",2002,"2002","27","27 Lugo",989,"989"
"3","Mulleres",2002,"2002","32","32 Ourense",927,"927"
"3","Mulleres",2002,"2002","36","36 Pontevedra",2985,"2.985"
"3","Mulleres",2003,"2003","15","15 A Coruña",3669,"3.669"
"3","Mulleres",2003,"2003","27","27 Lugo",889,"889"
"3","Mulleres",2003,"2003","32","32 Ourense",921,"921"
"3","Mulleres",2003,"2003","36","36 Pontevedra",3395,"3.395"
"3","Mulleres",2004,"2004","15","15 A Coruña",3930,"3.930"
"3","Mulleres",2004,"2004","27","27 Lugo",1056,"1056"
"3","Mulleres",2004,"2004","32","32 Ourense",894,"894"
"3","Mulleres",2004,"2004","36","36 Pontevedra",3596,"3.596"
"3","Mulleres",2005,"2005","15","15 A Coruña",4084,"4.084"
"3","Mulleres",2005,"2005","27","27 Lugo",950,"950"
"3","Mulleres",2005,"2005","32","32 Ourense",926,"926"
"3","Mulleres",2005,"2005","36","36 Pontevedra",3749,"3.749"
"3","Mulleres",2006,"2006","15","15 A Coruña",4036,"4.036"
"3","Mulleres",2006,"2006","27","27 Lugo",922,"922"
"3","Mulleres",2006,"2006","32","32 Ourense",909,"909"
"3","Mulleres",2006,"2006","36","36 Pontevedra",3754,"3.754"
"3","Mulleres",2007,"2007","15","15 A Coruña",4255,"4.255"
"3","Mulleres",2007,"2007","27","27 Lugo",1055,"1.055"
"3","Mulleres",2007,"2007","32","32 Ourense",1014,"1.014"
"3","Mulleres",2007,"2007","36","36 Pontevedra",3937,"3.937"
"3","Mulleres",2008,"2008","15","15 A Coruña",4256,"4.256"
"3","Mulleres",2008,"2008","27","27 Lugo",1003,"1.003"
"3","Mulleres",2008,"2008","32","32 Ourense",984,"984"
"3","Mulleres",2008,"2008","36","36 Pontevedra",4114,"4.114"
"3","Mulleres",2009,"2009","15","15 A Coruña",4560,"4.560"
"3","Mulleres",2009,"2009","27","27 Lugo",1037,"1.037"
"3","Mulleres",2009,"2009","32","32 Ourense",993,"993"
"3","Mulleres",2009,"2009","36","36 Pontevedra",4143,"4.143"
"3","Mulleres",2010,"2010","15","15 A Coruña",4536,"4.536"
"3","Mulleres",2010,"2010","27","27 Lugo",1017,"1.017"
"3","Mulleres",2010,"2010","32","32 Ourense",1057,"1057"
"3","Mulleres",2010,"2010","36","36 Pontevedra",4208,"4.208"
"3","Mulleres",2011,"2011","15","15 A Coruña",4522,"4.522"
"3","Mulleres",2011,"2011","27","27 Lugo",1141,"1.141"
"3","Mulleres",2011,"2011","32","32 Ourense",1077,"1.077"
"3","Mulleres",2011,"2011","36","36 Pontevedra",4189,"4.189"
"3","Mulleres",2012,"2012","15","15 A Coruña",4804,"4.804"
"3","Mulleres",2012,"2012","27","27 Lugo",1139,"1.139"
"3","Mulleres",2012,"2012","32","32 Ourense",1132,"1.132"
"3","Mulleres",2012,"2012","36","36 Pontevedra",4430,"4.430"
"3","Mulleres",2013,"2013","15","15 A Coruña",4740,"4.740"
"3","Mulleres",2013,"2013","27","27 Lugo",1172,"1.172"
"3","Mulleres",2013,"2013","32","32 Ourense",1048,"1.048"
"3","Mulleres",2013,"2013","36","36 Pontevedra",4238,"4.238"
"3","Mulleres",2014,"2014","15","15 A Coruña",4606,"4.606"
"3","Mulleres",2014,"2014","27","27 Lugo",1096,"1.096"
"3","Mulleres",2014,"2014","32","32 Ourense",1007,"1.007"
"3","Mulleres",2014,"2014","36","36 Pontevedra",4023,"4.023"
"3","Mulleres",2015,"2015","15","15 A Coruña",4416,"4.416"
"3","Mulleres",2015,"2015","27","27 Lugo",1083,"1.083"
"3","Mulleres",2015,"2015","32","32 Ourense",979,"979"
"3","Mulleres",2015,"2015","36","36 Pontevedra",3956,"3.956"
"3","Mulleres",2016,"2016","15","15 A Coruña",4284,"4.284"
"3","Mulleres",2016,"2016","27","27 Lugo",1115,"1.115"
"3","Mulleres",2016,"2016","32","32 Ourense",954,"954"
"3","Mulleres",2016,"2016","36","36 Pontevedra",3823,"3.823"
"3","Mulleres",2017,"2017","15","15 A Coruña",4201,"4.201"
"3","Mulleres",2017,"2017","27","27 Lugo",1064,"1.064"
"3","Mulleres",2017,"2017","32","32 Ourense",929,"929"
"3","Mulleres",2017,"2017","36","36 Pontevedra",3573,"3.573"
"3","Mulleres",2018,"2018","15","15 A Coruña",3979,"3.979"
"3","Mulleres",2018,"2018","27","27 Lugo",1057,"1.057"
"3","Mulleres",2018,"2018","32","32 Ourense",906,"906"
"3","Mulleres",2018,"2018","36","36 Pontevedra",3573,"3.573"
"3","Mulleres",2019,"2019","15","15 A Coruña",4218,"4.218"
"3","Mulleres",2019,"2019","27","27 Lugo",1043,"1.043"
"3","Mulleres",2019,"2019","32","32 Ourense",934,"934"
"3","Mulleres",2019,"2019","36","36 Pontevedra",3473,"3.473"
"3","Mulleres",2020,"2020","15","15 A Coruña",4264,"4.264"
"3","Mulleres",2020,"2020","27","27 Lugo",1086,"1.086"
"3","Mulleres",2020,"2020","32","32 Ourense",880,"880"
"3","Mulleres",2020,"2020","36","36 Pontevedra",3474,"3.474"
"3","Mulleres",2021,"2021","15","15 A Coruña",3969,"3.969"
"3","Mulleres",2021,"2021","27","27 Lugo",1065,"1.065"
"3","Mulleres",2021,"2021","32","32 Ourense",881,"881"
"3","Mulleres",2021,"2021","36","36 Pontevedra",3443,"3.443"
"4","Homes",1998,"1998","15","15 A Coruña",4403,"4.403"
"4","Homes",1998,"1998","27","27 Lugo",1280,"1.280"
"4","Homes",1998,"1998","32","32 Ourense",1193,"1.193"
"4","Homes",1998,"1998","36","36 Pontevedra",4158,"4.158"
"4","Homes",1999,"1999","15","15 A Coruña",3940,"3.940"
"4","Homes",1999,"1999","27","27 Lugo",1138,"1.138"
"4","Homes",1999,"1999","32","32 Ourense",1110,"1.110"
"4","Homes",1999,"1999","36","36 Pontevedra",3839,"3.839"
"4","Homes",2000,"2000","15","15 A Coruña",3918,"3.918"
"4","Homes",2000,"2000","27","27 Lugo",1123,"1.123"
"4","Homes",2000,"2000","32","32 Ourense",1123,"1.123"
"4","Homes",2000,"2000","36","36 Pontevedra",3725,"3.725"
"4","Homes",2001,"2001","15","15 A Coruña",3755,"3.755"
"4","Homes",2001,"2001","27","27 Lugo",972,"972"
"4","Homes",2001,"2001","32","32 Ourense",1078,"1.078"
"4","Homes",2001,"2001","36","36 Pontevedra",3652,"3.652"
"4","Homes",2002,"2002","15","15 A Coruña",4017,"4.017"
"4","Homes",2002,"2002","27","27 Lugo",1040,"1040"
"4","Homes",2002,"2002","32","32 Ourense",1029,"1.029"
"4","Homes",2002,"2002","36","36 Pontevedra",3630,"3.630"
"4","Homes",2003,"2003","15","15 A Coruña",4071,"4.071"
"4","Homes",2003,"2003","27","27 Lugo",1064,"1064"
"4","Homes",2003,"2003","32","32 Ourense",959,"959"
"4","Homes",2003,"2003","36","36 Pontevedra",3446,"3.446"
"4","Homes",2004,"2004","15","15 A Coruña",4000,"4.000"
"4","Homes",2004,"2004","27","27 Lugo",1022,"1022"
"4","Homes",2004,"2004","32","32 Ourense",992,"992"
"4","Homes",2004,"2004","36","36 Pontevedra",3809,"3.809"
"4","Homes",2005,"2005","15","15 A Coruña",4296,"4.296"
"4","Homes",2005,"2005","27","27 Lugo",1081,"1.081"
"4","Homes",2005,"2005","32","32 Ourense",1020,"1.020"
"4","Homes",2005,"2005","36","36 Pontevedra",4001,"4.001"
